Shop Name,"Artist Name (what will be displayed 
on signs and price sheets)",Product Code,Item Name,Item Type,Product Display,Quantity,Price per unit (C$ CAD),Notes,"You may include quantity 
for Alt Arts but it is not required."
Kohakufire - Jay Mero,Kohakufire - Jay Mero,JM18,"Keychain tier 3
Multi-colored filament, simple paint. Limited styles available.",Apparel,Merch Table,,8.00,,
Kohakufire - Jay Mero,Kohakufire - Jay Mero,JM19,"Keychain tier 4
Limited styles available.",Apparel,Merch Table,,10.00,,
Kohakufire - Jay Mero,Kohakufire - Jay Mero,JM21,Accesory tier 1-Smaller Accessories with 3D print,Apparel,Merch Table,,7.00,,
Kohakufire - Jay Mero,Kohakufire - Jay Mero,JM22,Accesory tier 2,Apparel,Merch Table,,10.00,larger bows with larger prints and embroidery bows,
Kohakufire - Jay Mero,Kohakufire - Jay Mero,JM23,Accesory tier 3,Apparel,Merch Table,,15.00,larger bows and accessories with larger 3D prints and embroidery bows,
Kohakufire - Jay Mero,Kohakufire - Jay Mero,JM24,Accesory tier 4- Multiple faction 3D prints ,Apparel,Merch Table,,25.00,,
Kohakufire - Jay Mero,Kohakufire - Jay Mero,JM20,Misc 1$,Apparel,Merch Table,,1.00,old stock to get rid of,
ksodiya,HelaBellaArt,HB01,Muse Alt,Alt Art Card Set [3 copies],Artist Display,38,10.00,,
ksodiya,HelaBellaArt,HB02,Humanoid Resources Alt,Alt Art Card Set [3 copies],Artist Display,50,10.00,,
ksodiya,HelaBellaArt,HB03,Window of Opportunity Alt,Alt Art Card Set [3 copies],Artist Display,16,7.00,Limited Quantity Available,
ksodiya,HelabellaArt ,HB04,Tucana Alt,Alt Art Card Set [3 copies],Artist Display,15,7.00,Limited Quantity Available,
ksodiya,Alia Luna,AL01,Esca Alt,Alt Art Card Set [3 copies],Artist Display,40,7.00,,
ksodiya,Alia Luna,AL02,Coalescence Alt,Alt Art Card Set [3 copies],Artist Display,23,7.00,,
Lucius Felimus,Lucius Felimus,LF01,Architect Deployment Test,Alt Art Card Set [3 copies],Artist Display,5,6.00,,
Lucius Felimus,Lucius Felimus,LF02,Bigger Picture,Alt Art Card Set [3 copies],Artist Display,2,6.00,,
Lucius Felimus,Lucius Felimus,LF03,Botulus,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF04,Bran 1.0,Alt Art Card Set [3 copies],Artist Display,4,6.00,,
Lucius Felimus,Lucius Felimus,LF05,Clean Getaway,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF06,Coalescence,Alt Art Card Set [3 copies],Artist Display,6,6.00,,
Lucius Felimus,Lucius Felimus,LF07,Creative Commission,Alt Art Card Set [3 copies],Artist Display,2,6.00,,
Lucius Felimus,Lucius Felimus,LF08,Cupellation,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF09,Daily Casts,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF10,Docklands Pass,Alt Art Card Set [3 copies],Artist Display,4,6.00,,
Lucius Felimus,Lucius Felimus,LF11,Drafter,Alt Art Card Set [3 copies],Artist Display,4,6.00,,
Lucius Felimus,Lucius Felimus,LF12,Echelon,Alt Art Card Set [3 copies],Artist Display,7,6.00,,
Lucius Felimus,Lucius Felimus,LF13,Eminent Domain,Alt Art Card Set [3 copies],Artist Display,2,6.00,,
Lucius Felimus,Lucius Felimus,LF14,Fermenter,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF15,Fully Operational,Alt Art Card Set [3 copies],Artist Display,6,6.00,,
Lucius Felimus,Lucius Felimus,LF16,Finality,Alt Art Card Set [3 copies],Artist Display,2,6.00,,
Lucius Felimus,Lucius Felimus,LF17,Hedge Fund,Alt Art Card Set [3 copies],Artist Display,6,6.00,,
Lucius Felimus,Lucius Felimus,LF18,Hermes,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF19,Humanoid Resources,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF20,Illumination,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF21,La Costa Grid,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF22,Let Them Dream,Alt Art Card Set [3 copies],Artist Display,4,6.00,,
Lucius Felimus,Lucius Felimus,LF23,Lie Low,Alt Art Card Set [3 copies],Artist Display,2,6.00,,
Lucius Felimus,Lucius Felimus,LF24,Maskirovka,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF25,Midnight-3 Arcology,Alt Art Card Set [3 copies],Artist Display,2,6.00,,
Lucius Felimus,Lucius Felimus,LF26,Overclock,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF27,Petty Cash,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF28,Ping,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF29,Pinhole Threading,Alt Art Card Set [3 copies],Artist Display,4,6.00,,
Lucius Felimus,Lucius Felimus,LF30,Plutus,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF31,Public Access Plaza,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF32,Public Trail,Alt Art Card Set [3 copies],Artist Display,1,6.00,,
Lucius Felimus,Lucius Felimus,LF33,Raindrops Cut Stone,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF34,Regolith Mining License,Alt Art Card Set [3 copies],Artist Display,5,6.00,,
Lucius Felimus,Lucius Felimus,LF35,Revolver,Alt Art Card Set [3 copies],Artist Display,2,6.00,,
Lucius Felimus,Lucius Felimus,LF36,Rising Tide,Alt Art Card Set [3 copies],Artist Display,5,6.00,,
Lucius Felimus,Lucius Felimus,LF37,Ritual,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF38,Semak Semun,Alt Art Card Set [3 copies],Artist Display,1,6.00,,
Lucius Felimus,Lucius Felimus,LF39,Simulchip,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF40,Spin Doctor,Alt Art Card Set [3 copies],Artist Display,6,6.00,,
Lucius Felimus,Lucius Felimus,LF41,Sure Gamble,Alt Art Card Set [3 copies],Artist Display,5,6.00,,
Lucius Felimus,Lucius Felimus,LF42,The Basalt Spire,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
Lucius Felimus,Lucius Felimus,LF43,The Class Act,Alt Art Card Set [3 copies],Artist Display,5,6.00,,
Lucius Felimus,Lucius Felimus,LF44,The Holo Man,Alt Art Card Set [3 copies],Artist Display,6,6.00,,
Lucius Felimus,Lucius Felimus,LF45,The Twinning,Alt Art Card Set [3 copies],Artist Display,2,6.00,,
Lucius Felimus,Lucius Felimus,LF46,Tranquility Home Grid,Alt Art Card Set [3 copies],Artist Display,3,6.00,,
lunari,lunari,LN01,Petty Cash,Alt Art Card Set [3 copies],Artist Display,27,10.00,,
lunari,lunari,LN02,Gourmand,Alt Art Card Set [3 copies],Artist Display,9,10.00,,
lunari,lunari,LN03,Sleipnir,Alt Art Card Set [3 copies],Artist Display,13,10.00,,
lunari,lunari,LN04,Bahia Bands,Alt Art Card Set [3 copies],Artist Display,11,10.00,,
lunari,lunari,LN05,Pinhole Threading (Double-Sided Pink/Purple and Blue),Alt Art Card Set [3 copies],Artist Display,13,10.00,,
lunari,lunari,LN06,Simulchip,Alt Art Card Set [3 copies],Artist Display,6,10.00,,
lunari,lunari,LN07,Flyswatter,Alt Art Card Set [3 copies],Artist Display,10,10.00,,
lunari,lunari,LN08,Azimat,Alt Art Card Set [3 copies],Artist Display,4,10.00,,
lunari,lunari,LN09,Your Digital Life (Clearance),Alt Art Card Set [3 copies],Artist Display,6,7.00,,
lunari,lunari,LN10,BANGUN: When Disaster Strikes (Identity),Alt Art Card Single,Artist Display,17,7.00,,
lunari,lunari,LN11,LEO Construction (Identity),Alt Art Card Single,Artist Display,12,7.00,,
lunari,lunari,LN12,Jinteki: Restoring Humanity (Identity),Alt Art Card Single,Artist Display,13,7.00,,
lunari,lunari,LN13,R+ Vintage Ad / Editorial Division Metrocard (Double-Sided Identity) ,Alt Art Card Single,Artist Display,15,10.00,,
lunari,lunari,LN14,"Ryō ""Phoenix"" Ōno (Identity) ",Alt Art Card Single,Artist Display,19,7.00,,
lunari,lunari,LN15,Lat (Identity),Alt Art Card Single,Artist Display,18,7.00,,
lunari,lunari,LN16,"Nyusha ""Sable"" Sintashta (Identity)",Alt Art Card Single,Artist Display,17,7.00,,
lunari,lunari,LN17,Hoshiko Shiro (Double-Sided Identity),Alt Art Card Single,Artist Display,10,10.00,,
lunari,lunari,LN18,[ZINE] Everyone Wants to Be Part of a Community But No One Wants to Build It - Comes with Cultivate Alt Art,Other,Artist Display,51,15.00,,
malice studios,malice studios,MS1,Balatro Malandragem,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS2,Underground Borehole,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS3,Degrees and Mills,Alt Art Card Set [3 copies],Artist Display,,5.00,,
malice studios,malice studios,MS4,Eminent Domain,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,Magpie,MS5,Game Over,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS6,Hansei Review,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS7,Hermes,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS8,Labor Rights,Alt Art Card Set [3 copies],Artist Display,,5.00,,
malice studios,malice studios,MS9,Mamajanah,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS10,Mine Craft Anvil,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS11,Moshing Monsters,Alt Art Card Set [3 copies],Artist Display,,5.00,,
malice studios,malice studios,MS12,Mutual Favour,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS13,Nurse Joy,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS14,Plushieranahas,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,Magpie,MS15,Public Access Plaza,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS16,Reaper Function,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS17,See How They Run,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS18,Skull Spike,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,malice studios,MS19,Stargate,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,Dave B,MS20,Trebuchet,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,Dave B,MS21,Tucana,Alt Art Card Set [3 copies],Artist Display,,10.00,,
malice studios,Alice,MS22,Valentao,Alt Art Card Set [3 copies],Artist Display,,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM01,Booster Pack (random 3x playsets 1x ID),Other,Artist Display,12,19.50,Each booster pack contains 3 playsets and 1 ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM02,Ablative Barrier,Alt Art Card Set [3 copies],Artist Display,10,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM03,Anemone,Alt Art Card Set [3 copies],Artist Display,4,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM03-F,Anemone - Foil,Alt Art Card Set [3 copies],Artist Display,11,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM04,Anoetic Void,Alt Art Card Set [3 copies],Artist Display,49,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM05,Arissana,Alt Art Card Single,Artist Display,24,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM05-F,Arissana - Foil,Alt Art Card Single,Artist Display,6,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM06,Arruaceiras Crew,Alt Art Card Set [3 copies],Artist Display,1,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM07-F,AU Co. - Foil,Alt Art Card Single,Artist Display,3,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM08,Audrey v2,Alt Art Card Set [3 copies],Artist Display,33,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM08-F,Audrey v2 - Foil,Alt Art Card Set [3 copies],Artist Display,16,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM09,Bahia Bands,Alt Art Card Set [3 copies],Artist Display,3,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM10-F,Basalt Spire - Foil,Alt Art Card Set [3 copies],Artist Display,7,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM11,Baz,Alt Art Card Single,Artist Display,18,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM12,Behold!,Alt Art Card Set [3 copies],Artist Display,17,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM12-F,Behold! - Foil,Alt Art Card Set [3 copies],Artist Display,6,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM13,Bladderwort,Alt Art Card Set [3 copies],Artist Display,23,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM13-F,Bladderwort - Foil,Alt Art Card Set [3 copies],Artist Display,11,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM14,Brân 1.0,Alt Art Card Set [3 copies],Artist Display,19,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM14-F,Brân 1.0 - Foil,Alt Art Card Set [3 copies],Artist Display,9,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM15,Class Act (The),Alt Art Card Set [3 copies],Artist Display,27,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM16,Descent,Alt Art Card Set [3 copies],Artist Display,2,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM17-F,Doomscroll - Foil,Alt Art Card Set [3 copies],Artist Display,3,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM18,Dr. Nuka,Alt Art Card Set [3 copies],Artist Display,37,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM18-F,Dr. Nuka - Foil,Alt Art Card Set [3 copies],Artist Display,13,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM19,Élivágar Bifurcation,Alt Art Card Set [3 copies],Artist Display,11,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM20,Esa Dragon,Alt Art Card Single,Artist Display,41,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM21,Fermenter,Alt Art Card Set [3 copies],Artist Display,36,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM21-F,Fermenter - Foil,Alt Art Card Set [3 copies],Artist Display,13,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM22,Flyswatter,Alt Art Card Set [3 copies],Artist Display,4,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM23-F,Flyswatter (yellow) - Foil,Alt Art Card Set [3 copies],Artist Display,8,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM24-F,Fujii Asset Retrieval - Foil,Alt Art Card Set [3 copies],Artist Display,8,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM25,GAMEDRAGON Pro,Alt Art Card Set [3 copies],Artist Display,,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM26,Hermes,Alt Art Card Set [3 copies],Artist Display,16,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM27,Hostile Architecture,Alt Art Card Set [3 copies],Artist Display,19,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM28,Loup,Alt Art Card Single,Artist Display,44,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM28-F,Loup - Foil,Alt Art Card Single,Artist Display,16,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM29,Magdalene Dragon,Alt Art Card Single,Artist Display,38,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM30-F,Maskirovka - Foil,Alt Art Card Set [3 copies],Artist Display,13,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM31,Moon Pool,Alt Art Card Set [3 copies],Artist Display,16,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM32,Muse,Alt Art Card Set [3 copies],Artist Display,38,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM32-F,Muse - Foil,Alt Art Card Set [3 copies],Artist Display,15,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM33,MuslihaT,Alt Art Card Single,Artist Display,36,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM33-F,MuslihaT - Foil,Alt Art Card Single,Artist Display,20,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM34-F,Next Big Thing - Foil,Alt Art Card Set [3 copies],Artist Display,11,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM35,Nico Campaign,Alt Art Card Set [3 copies],Artist Display,23,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM35-F,Nico Campaign - Foil,Alt Art Card Set [3 copies],Artist Display,14,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM36-F,Ob - Foil,Alt Art Card Single,Artist Display,8,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM37-F,Open Market - Foil,Alt Art Card Set [3 copies],Artist Display,5,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM38-F,Petty Cash - Foil,Alt Art Card Set [3 copies],Artist Display,12,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM39-F,Phoenix (ElessarEllie) - Foil,Alt Art Card Single,Artist Display,3,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM40,Phoenix Dragon,Alt Art Card Single,Artist Display,3,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM41,Ping,Alt Art Card Set [3 copies],Artist Display,16,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM41-F,Ping - Foil,Alt Art Card Set [3 copies],Artist Display,14,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM42,Poétrï Luxury Brands,Alt Art Card Single,Artist Display,46,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM42-F,Poétrï Luxury Brands - Foil,Alt Art Card Single,Artist Display,14,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM43,Precision Design,Alt Art Card Single,Artist Display,20,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM43-F,Precision Design - Foil,Alt Art Card Single,Artist Display,8,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM44,Reaper Function,Alt Art Card Set [3 copies],Artist Display,16,16.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM45,Regolith Mining License,Alt Art Card Set [3 copies],Artist Display,17,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM45-F,Regolith Mining License - Foil,Alt Art Card Set [3 copies],Artist Display,19,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM46,Restoring Humanity,Alt Art Card Single,Artist Display,5,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM47,Rising Tide,Alt Art Card Set [3 copies],Artist Display,10,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM48,Scatter Field,Alt Art Card Set [3 copies],Artist Display,18,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM48-F,Scatter Field - Foil,Alt Art Card Set [3 copies],Artist Display,11,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM49,SDS Drone Deployment,Alt Art Card Set [3 copies],Artist Display,16,18.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM50,Semak-samun,Alt Art Card Set [3 copies],Artist Display,22,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM50-F,Semak-samun - Foil,Alt Art Card Set [3 copies],Artist Display,6,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM51,Sleipnir,Alt Art Card Set [3 copies],Artist Display,16,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM52,Strike Fund,Alt Art Card Set [3 copies],Artist Display,27,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM52-F,Strike Fund - Foil,Alt Art Card Set [3 copies],Artist Display,4,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM53,Telework Contract,Alt Art Card Set [3 copies],Artist Display,21,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM53-F,Telework Contract - Foil,Alt Art Card Set [3 copies],Artist Display,5,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM54-F,Transfer of Wealth - Foil,Alt Art Card Set [3 copies],Artist Display,2,16.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM55,Tree Line,Alt Art Card Set [3 copies],Artist Display,3,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM56,Tucana,Alt Art Card Set [3 copies],Artist Display,25,10.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM56-F,Tucana - Foil,Alt Art Card Set [3 copies],Artist Display,16,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM57,Unity,Alt Art Card Set [3 copies],Artist Display,2,8.50,,
ManintheMoon & Friends,ManintheMoon & Friends,MM57-F,Unity - Foil,Alt Art Card Set [3 copies],Artist Display,15,18.00,Foil,
ManintheMoon & Friends,ManintheMoon & Friends,MM58,Zahya,Alt Art Card Single,Artist Display,18,14.00,,
ManintheMoon & Friends,ManintheMoon & Friends,MM59,Arissana - Acrylic ID,Other,Artist Display,9,16.50,Acrylic ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM60,AU Co. - Acrylic ID,Other,Artist Display,4,16.50,Acrylic ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM61,Epiphany - Acrylic ID,Other,Artist Display,5,16.50,Acrylic ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM62,Esa Dragon - Acrylic ID,Other,Artist Display,3,16.50,Acrylic ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM63,Magdalene Dragon - Acrylic ID,Other,Artist Display,7,16.50,Acrylic ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM64,Ob - Acrylic ID,Other,Artist Display,2,16.50,Acrylic ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM65,Phoenix Dragon - Acrylic ID,Other,Artist Display,3,16.50,Acrylic ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM66,Precision Design - Acrylic ID,Other,Artist Display,8,16.50,Acrylic ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM67,Restoring Humanity - Acrylic ID,Other,Artist Display,4,16.50,Acrylic ID,
ManintheMoon & Friends,ManintheMoon & Friends,MM68,Hand painted Acrylic IDs,Other,Merch Table,,75.00,"These IDs are laser cut acrylic, hand painted with Posca pens by Abraham, Ariel and some friends.",
ManintheMoon & Friends,ManintheMoon & Friends,MM69,Slate IDs (various - see merch table),Other,Merch Table,,75.00,"Laser cut slate IDs, made by Abraham (ManintheMoon)",
MTL Netrunner,MTL Netrunner,MTLMug,MTLNetrunner Coffee Mug,Other,Artist Display,11,26.00,,
Mr. Ellie,Elessar_Ellie,EE1,"Credit Buddies
Trickster Taka
Mystic Maemi
Paladin Poemu
Fencer Fueno
Keiko
The Twinning",Alt Art Card Set [Other],Artist Display,,50.00,"Trickster Taka
Mystic Maemi
Paladin Poemu
Fencer Fueno
Keiko
The Twinning",
Mr. Ellie,Elessar_Ellie,EE2,"Zodiac Corp Bundle
A Teia: IP Recovery (Zodiac)
BANGUN: When Disaster Strikes (Zodiac)
Weyland Consortium: Built to Last (Zodiac)
Epiphany Analytica: Nations Undivided (Zodiac)
Haas-Bioroid: Precision Design (Zodiac)
Issuaq Adaptics (Zodiac)
Jinteki: Restoring Humanity (Zodiac)
LEO Construction: Labor Solutions (Zodiac)
MirrorMorph: Endless Iteration (Zodiac)
NBN: Reality Plus (Zodiac)
Nuvem SA: Law of the Land (Zodiac)
Pravdivost Consulting: Political Solutions (Zodiac)",Alt Art Card Set [Other],Artist Display,,75.00,"A Teia: IP Recovery (Zodiac)
BANGUN: When Disaster Strikes (Zodiac)
Weyland Consortium: Built to Last (Zodiac)
Epiphany Analytica: Nations Undivided (Zodiac)
Haas-Bioroid: Precision Design (Zodiac)
Issuaq Adaptics (Zodiac)
Jinteki: Restoring Humanity (Zodiac)
LEO Construction: Labor Solutions (Zodiac)
MirrorMorph: Endless Iteration (Zodiac)
NBN: Reality Plus (Zodiac)
Nuvem SA: Law of the Land (Zodiac)
Pravdivost Consulting: Political Solutions (Zodiac)",
Mr. Ellie,Elessar_Ellie,EE3,"Zodiac Runner Bundle
Hoshiko Shiro: Untold Protagonist (Zodiac)
Arissana Rocha Nahu: Street Artist (Zodiac)
Barry “Baz” Wong: Tri-Maf Veteran (Zodiac)
Esâ Afontov: Eco-Insurrectionist (Zodiac)
Lat: Ethical Freelancer (Zodiac)
René “Loup” Arcemont: Party Animal (Zodiac)
Magdalene Keino-Chemutai: Cryptarchitect (Zodiac)
Mercury: Chrome Libertador (Zodiac)
Captain Padma Isbister: Intrepid Explorer (Zodiac)
Nyusha """"Sable"""" Sintashta: Symphonic Prodigy (Zodiac)
Topan: Ormas Leader (Zodiac)
Zahya Sadeghi: Versatile Smuggler (Zodiac)",Alt Art Card Set [Other],Artist Display,,75.00,"Hoshiko Shiro: Untold Protagonist (Zodiac)
Arissana Rocha Nahu: Street Artist (Zodiac)
Barry “Baz” Wong: Tri-Maf Veteran (Zodiac)
Esâ Afontov: Eco-Insurrectionist (Zodiac)
Lat: Ethical Freelancer (Zodiac)
René “Loup” Arcemont: Party Animal (Zodiac)
Magdalene Keino-Chemutai: Cryptarchitect (Zodiac)
Mercury: Chrome Libertador (Zodiac)
Captain Padma Isbister: Intrepid Explorer (Zodiac)
Nyusha ""Sable"" Sintashta: Symphonic Prodigy (Zodiac)
Topan: Ormas Leader (Zodiac)
Zahya Sadeghi: Versatile Smuggler (Zodiac)",
Mr. Ellie,Elessar_Ellie,EE4,"Daily Casts Mix&Match
Daily Bats
Daily Cats
Daily Foxes
Daily Dogs",Alt Art Card Set [3 copies],Merch Table,,10.00,"Daily Bats
Daily Cats
Daily Foxes
Daily Dogs",
Mr. Ellie,Elessar_Ellie,EE5,"Scatterfield Mix&Match
Scatter Field Tower
Scatter Field Evil
Scartter Field Outpost",Alt Art Card Set [3 copies],Merch Table,,10.00,"Scatter Field Tower
Scatter Field Evil
Scartter Field Outpost",
Mr. Ellie,MR.,EE6,"Harmonics Ice Set
bloop
echo
pulse
wave",Alt Art Card Set [Other],Artist Display,,30.00,"bloop
echo
pulse
wave",
Mr. Ellie,MR.Ellie,EE7,"MR. Ellie Booster Pack
Selections of Mystery Booster Packs including: 
4x MR.Ellie Playsets
2x MR.Ellie IDs
2x Manuel Pronoun IDs",Alt Art Card Set [Other],Other,,35.00,"Selections of Mystery Booster Packs with the following in it: 

4x MR.Ellie Playsets
2x MR.Ellie IDs
2x Manuel Pronoun IDs",
Mr. Ellie,Elessar_Ellie,EE8,Trickster Taka,Alt Art Card Set [3 copies],Artist Display,,10.00,,
