Shop Name,"Artist Name (what will be displayed 
on signs and price sheets)",Product Code,Item Name,Item Type,Product Display,Quantity,Price per unit (C$ CAD),Notes,"You may include quantity 
for Alt Arts but it is not required."
Mr. Ellie,Elessar_Ellie,EE9,Mystic Maemi,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE10,Paladin Poemu,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE11,Fencer Fueno,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE12,Keiko,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE13,The Twinning,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.Ellie,EE14,Let Them Dream,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE15,Blood in the Water,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE16,Next Big Thing,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE17,Embedded Reporting,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE18,Fujii Asset Retrieval,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE19,Greenmail,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE20,Off The Books,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE21,Oracle Thinktank,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE22,Send A Message,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE23,Sericulture Expansion,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.Ellie,EE24,Byte!,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE25,Plutus,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE26,Nightmare Archives,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE27,Anthill,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE28,Balance Coverage,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE29,Behold!,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE30,Charlotte Caçador ,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE31,Bladderwort,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE32,Hearts and minds,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE33,Otto Campaign,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE34,Phật Gioan Baotixita ,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE35,Spin Doctor,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE36,Bravado,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE37,Carpe Diem,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE38,Charm Offensive,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE39,Clean Getaway,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE40,Illumination,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE41,Maintenance Access,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE42,Spark of Inspiration,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE43,The Price,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.Ellie,EE44,Tread Lightly,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE45,Jailbreak,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE46,Blueberry Diesel,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE47,Eye for an Eye,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE48,Finality,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE49,Lie Low,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE50,Raindrops Cut Stone,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE51,Shred Music,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE52,Shred,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE53,Sure Gamble,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE54,Vrcation,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE55,Transfer of Wealth,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE56,Ritual,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE57,Madani,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE58,Alarm Clock,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE59,Jeitinho,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE60,Pennyshaver,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.Ellie,EE61,Hermes,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.Ellie,EE62,Lilypad,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE63,Bling,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE64,Buffer Drive,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE65,Catalouger,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE66,Ghosttounge,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE67,Marrow,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE68,Keiko Chibi,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE69,Bloop,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE70,Capacitor,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE71,Echo,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE72,Flyswatter,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE73,Hammer,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE74,Kessleroid,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE75,Paywall,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE76,Pulse,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE77,Wave,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE78,Logjam,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.Ellie,EE79,Semak Samun,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE80,Ansel 2.0,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE81,Biawak,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE82,Cloudeater,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE83,Knowledge Seeker,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE84,Mycoweb,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE85,Ping,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE86,Piranhas,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE87,Rime,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE88,Saisent(f)an,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE89,Seraph,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE90,Syailendra ,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE91,Treeline,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE92,Anemone,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE93,Doomscroll,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE94,Scatter Field Tower,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE95,Scatter Field Evil,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE96,Scartter Field Outpost,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE97,Orca,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE98,Banner,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE99,Principia,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE100,Audrey 2.0,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE101,Banner Bisexual,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE102,Banner Gay,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE103,Banner Lesbian,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE104,Banner LGBTQIA+,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE105,Begemot,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE106,Botulus,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE107,Chromatophores,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE108,Corsair,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE109,Hantu,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE110,Heliamphora,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE111,Sang Kancil,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE112,Leech,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE113,Cezve,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE114,Gourmand,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE115,Coalescence,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE116,Rising Tide,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE117,Self Modifying Code,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE118,Side Hustle,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE119,Arruaceiras Crew ,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE120,“Knickknack” O’Brian,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE121,Twinning Mirror,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE122,Fencer Chibi,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE123,Maemi Chibi,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE124,Paladin Chibi,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE125,Taka Chibi,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE126,Daily Bats,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE127,Daily Cats,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE128,Daily Foxes,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE129,Daily Dogs,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE130,Open Market,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE131,Stoneship,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE132,Dr. Nuka Vrolyck ,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE133,end of the line,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE134,flood the market,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE135,IP enforcement,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE136,kakurenbo,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE137,peer review,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE138,Measured response Duck,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE139,measured response,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.Ellie,EE140,nanomanagement,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE141,greasing the palm,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE142,hedge fund,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE143,neurospike,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE144,amaze amusements,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE145,makhota,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE146,mitra aman,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE147,djupstat grid,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,MR.,EE148,holoman,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE149,A Teia: IP Recovery (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE150,BANGUN: When Disaster Strikes (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE151,Weyland Consortium: Built to Last (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE152,Epiphany Analytica: Nations Undivided (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE153,Haas-Bioroid: Precision Design (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE154,Issuaq Adaptics (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE155,Jinteki: Restoring Humanity (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE156,LEO Construction: Labor Solutions (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE157,MirrorMorph: Endless Iteration (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE158,NBN: Reality Plus (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE159,Nuvem SA: Law of the Land (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE160,Pravdivost Consulting: Political Solutions (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE161,Nebula Talent Management: Making Stars ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,MR.Ellie,EE162,Poétrï Luxury Brands: All the Rage ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,MR.,EE163,A Teia: IP Recovery,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE164,AU Co.: The Gold Standard in Clones ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,MR.,EE165,BANGUN: When Disaster Strikes,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE166,Epiphany Analytica: Nations Undivided,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE167,Synapse Global: Faster than Thought ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE168,Thule Subsea: Safety Below ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE169,Thunderbolt Armaments: Peace Through Power ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE170,The Zwicky Group: Invisible Hands ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE171,Hoshiko Shiro: Untold Protagonist (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE172,Arissana Rocha Nahu: Street Artist (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE173,Barry “Baz” Wong: Tri-Maf Veteran (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE174,Esâ Afontov: Eco-Insurrectionist (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE175,Lat: Ethical Freelancer (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE176,René “Loup” Arcemont: Party Animal (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE177,Magdalene Keino-Chemutai: Cryptarchitect (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE178,Mercury: Chrome Libertador (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE179,Captain Padma Isbister: Intrepid Explorer (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE180,"Nyusha ""Sable"" Sintashta: Symphonic Prodigy (Zodiac)",Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE181,Topan: Ormas Leader (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE182,Zahya Sadeghi: Versatile Smuggler (Zodiac),Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE183,Dewi Subrotoputri: Pedagogical Dhalang ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE184,Barry “Baz” Wong: Tri-Maf Veteran,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE185,Magdalene Keino-Chemutai: Cryptarchitect,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE186,Ryō “Phoenix” Ōno: Out of the Ashes ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE187,Topan: Ormas Leader,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE188,Hiram “0mission” Svensson: Shadow of the Past ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE189,MuslihaT: Multifarious Marketeer ,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE190,Luminal Transubstantiation,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,Elessar_Ellie,EE191,Red Level Clearance ,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Mr. Ellie,Elessar_Ellie,EE192,Hoshiko Shiro: Untold Protagonist,Alt Art Card Single,Artist Display,,7.00,,
Mr. Ellie,MR.,EE193,Bass CH1R180G4 ,Alt Art Card Set [3 copies],Artist Display,,10.00,,
Neon Static,Neon Static,NS1,Foil Cohort Guidance Program by Brindelmold,Alt Art Card Set [3 copies],Artist Display,15,15.00,,
Neon Static,Neon Static,NS2,Cohort Guidance Program by Brindelmold,Alt Art Card Set [3 copies],Artist Display,60,10.00,,
Neon Static,Neon Static,NS3,Bravado by Adam S. Doyle,Alt Art Card Set [3 copies],Artist Display,20,10.00,,
nervousnightjar,nervousnightjar,NNJ01,Bravado,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ02,La Costa Grid,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ03,Petty Cash,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ04,Coalescence,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ05,Moon Pool,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ06,Swift,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ07,Hedge Fund,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ08,Let Them Dream,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ09,Hansei Review,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ10,Public Access Plaza,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ11,Funhouse,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ12,Clean Getaway,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ13,Articificial Cryptocrash,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ14,The Tungsten Tailor,Alt Art Card Set [3 copies],Artist Display,,8.00,,
nervousnightjar,nervousnightjar,NNJ15,Dr. Nuka Vrolyck,Alt Art Card Set [3 copies],Artist Display,,10.00,,
nervousnightjar,nervousnightjar,NNJ101,Various Art A3 Print,Art Print,Merch Table,,15.00,,
nervousnightjar,nervousnightjar,NNJ102,"Plotter Printed ""Let them Dream"" A3 Print",Art Print,Merch Table,,25.00,,
Null Signal Games,Null Signal Games,NSG1,Worlds 26 sticker,Sticker,Merch Table,99,1.00,,
Null Signal Games,Null Signal Games,NSG2,HB Tuque (Only Available Sunday),Apparel,Merch Table,2,35.00,DO NOT SELL/LIST THESE UNTIL SUNDAY. They may or may not be available as these are extras in case anything goes wrong with existing sales from eventbrite,
Null Signal Games,Null Signal Games,NSG3,Jinteki Tuque (Only Available Sunday),Apparel,Merch Table,2,35.00,,
Null Signal Games,Null Signal Games,NSG4,NBN Tuque (Only Available Sunday),Apparel,Merch Table,2,35.00,,
Null Signal Games,Null Signal Games,NSG5,Weyland Tuque (Only Available Sunday),Apparel,Merch Table,2,35.00,,
Null Signal Games,Null Signal Games,NSG6,Run Together 2026,Alt Art Card Set [Other],Merch Table,33,43.00,,
Null Signal Games,Null Signal Games,NSG7,SHTR Playmat,Accessory,Merch Table,10,35.00,,
Null Signal Games,Null Signal Games,NSG8,System Gateway,Other,Merch Table,10,56.00,,
Null Signal Games,Null Signal Games,NSG9,Elevation,Other,Merch Table,4,56.00,,
Null Signal Games,Null Signal Games,NSG10,Vantage Point,Other,Merch Table,4,56.00,,
Null Signal Games,Null Signal Games,NSG11,Rebellion Without Rhearsal,Other,Merch Table,4,56.00,,
Null Signal Games,Null Signal Games,NSG12,The Automata Initiative,Other,Merch Table,4,56.00,,
Null Signal Games,Null Signal Games,NSG13,Midnight Sun,Other,Merch Table,4,56.00,,
Null Signal Games,Null Signal Games,NSG14,Parhelion,Other,Merch Table,4,56.00,,
Null Signal Games,Null Signal Games,NSG15,Downfall,Other,Merch Table,4,56.00,,
Null Signal Games,Null Signal Games,NSG16,Uprising,Other,Merch Table,4,56.00,,
Null Signal Games,Null Signal Games,NSG17,2024 Q3 GNK,Other,Merch Table,4,18.00,,
Null Signal Games,Null Signal Games,NSG18,2024 Q4 GNK,Other,Merch Table,4,18.00,,
Null Signal Games,Null Signal Games,NSG19,2025 Q1 GNK,Other,Merch Table,4,18.00,,
Null Signal Games,Null Signal Games,NSG20,2025 Q4 GNK,Other,Merch Table,4,18.00,,
Null Signal Games,Null Signal Games,NSG21,2026 Q1 GNK,Other,Merch Table,4,18.00,,
Null Signal Games,Null Signal Games,NSG22,2026 Q2 GNK,Other,Merch Table,4,18.00,,
Null Signal Games,Null Signal Games,NSG23,2026 Q3 GNK,Other,Merch Table,4,18.00,,
Null Signal Games,Null Signal Games,NSG24,2026 Q4 GNK,Other,Merch Table,4,18.00,,
Null Signal Games,Null Signal Games,NSG25,Token Set,Accessory,Merch Table,,14.00,,
PiCat,PiCat,PC1,Vic Polaroid,Alt Art Card Single,Artist Display,,20.00,This will be roughly card shaped and sized but is a different thickness and material to a normal card.,
PiCat,PiCat,PC2,Bladderwort,Alt Art Card Set [3 copies],Artist Display,,10.00,,
PiCat,PiCat,PC3,Moon Pool,Alt Art Card Set [3 copies],Artist Display,,10.00,,
PrintArtificer (Cullen O'Connor),PrintArtificer (Cullen O'Connor),PA1,Deluxe Token Set,Accessory,Artist Display,20,60.00,,
PrintArtificer (Cullen O'Connor),PrintArtificer (Cullen O'Connor),PA2,Double Sided Click Tracker,Accessory,Artist Display,20,15.00,,
PrintArtificer (Cullen O'Connor),PrintArtificer (Cullen O'Connor),PA3,Deck Box - Criminal,Accessory,Artist Display,4,30.00,,
PrintArtificer (Cullen O'Connor),PrintArtificer (Cullen O'Connor),PA4,Deck Box - Anarch,Accessory,Artist Display,4,30.00,,
PrintArtificer (Cullen O'Connor),PrintArtificer (Cullen O'Connor),PA5,Deck Box - Shaper,Accessory,Artist Display,4,30.00,,
PrintArtificer (Cullen O'Connor),PrintArtificer (Cullen O'Connor),PA6,Deck Box - Jinteki,Accessory,Artist Display,4,30.00,,
